Region,Crime,Year,Quarter,Number
Weston Creek,Sexual Assault,2021,Q4,5
Weston Creek,Sexual Assault,2022,Q1,6
Weston Creek,Sexual Assault,2022,Q2,2
Weston Creek,Sexual Assault,2022,Q3,8
Weston Creek,Sexual Assault,2022,Q4,2
Weston Creek,Sexual Assault,2023,Q1,13
Weston Creek,Sexual Assault,2023,Q2,15
Weston Creek,Sexual Assault,2023,Q3,3
Weston Creek,Sexual Assault,2023,Q4,8
Weston Creek,Sexual Assault,2024,Q1,5
Weston Creek,Sexual Assault,2024,Q2,2
Weston Creek,Sexual Assault,2024,Q3,0
Weston Creek,Sexual Assault,2024,Q4,7
Weston Creek,Sexual Assault,2025,Q1,2
Weston Creek,Sexual Assault,2025,Q2,3
Weston Creek,TINs,2014,Q1,125
Weston Creek,TINs,2014,Q2,87
Weston Creek,TINs,2014,Q3,113
Weston Creek,TINs,2014,Q4,75
Weston Creek,TINs,2015,Q1,63
Weston Creek,TINs,2015,Q2,75
Weston Creek,TINs,2015,Q3,75
Weston Creek,TINs,2015,Q4,83
Weston Creek,TINs,2016,Q1,35
Weston Creek,TINs,2016,Q2,51
Weston Creek,TINs,2016,Q3,67
Weston Creek,TINs,2016,Q4,52
Weston Creek,TINs,2017,Q1,47
Weston Creek,TINs,2017,Q2,51
Weston Creek,TINs,2017,Q3,62
Weston Creek,TINs,2017,Q4,41
Weston Creek,TINs,2018,Q1,52
Weston Creek,TINs,2018,Q2,33
Weston Creek,TINs,2018,Q3,53
Weston Creek,TINs,2018,Q4,33
Weston Creek,TINs,2019,Q1,24
Weston Creek,TINs,2019,Q2,41
Weston Creek,TINs,2019,Q3,20
Weston Creek,TINs,2019,Q4,19
Weston Creek,TINs,2020,Q1,36
Weston Creek,TINs,2020,Q2,61
Weston Creek,TINs,2020,Q3,44
Weston Creek,TINs,2020,Q4,27
Weston Creek,TINs,2021,Q1,31
Weston Creek,TINs,2021,Q2,23
Weston Creek,TINs,2021,Q3,20
Weston Creek,TINs,2021,Q4,15
Weston Creek,TINs,2022,Q1,14
Weston Creek,TINs,2022,Q2,11
Weston Creek,TINs,2022,Q3,18
Weston Creek,TINs,2022,Q4,13
Weston Creek,TINs,2023,Q1,21
Weston Creek,TINs,2023,Q2,36
Weston Creek,TINs,2023,Q3,26
Weston Creek,TINs,2023,Q4,14
Weston Creek,TINs,2024,Q1,30
Weston Creek,TINs,2024,Q2,26
Weston Creek,TINs,2024,Q3,32
Weston Creek,TINs,2024,Q4,31
Weston Creek,TINs,2025,Q1,64
Weston Creek,TINs,2025,Q2,58
Weston Creek,Theft,2014,Q1,67
Weston Creek,Theft,2014,Q2,73
Weston Creek,Theft,2014,Q3,96
Weston Creek,Theft,2014,Q4,113
Weston Creek,Theft,2015,Q1,151
Weston Creek,Theft,2015,Q2,143
Weston Creek,Theft,2015,Q3,141
Weston Creek,Theft,2015,Q4,198
Weston Creek,Theft,2016,Q1,127
Weston Creek,Theft,2016,Q2,170
Weston Creek,Theft,2016,Q3,100
Weston Creek,Theft,2016,Q4,90
Weston Creek,Theft,2017,Q1,94
Weston Creek,Theft,2017,Q2,91
Weston Creek,Theft,2017,Q3,108
Weston Creek,Theft,2017,Q4,124
Weston Creek,Theft,2018,Q1,119
Weston Creek,Theft,2018,Q2,87
Weston Creek,Theft,2018,Q3,61
Weston Creek,Theft,2018,Q4,92
Weston Creek,Theft,2019,Q1,61
Weston Creek,Theft,2019,Q2,109
Weston Creek,Theft,2019,Q3,131
Weston Creek,Theft,2019,Q4,155
Weston Creek,Theft,2020,Q1,138
Weston Creek,Theft,2020,Q2,98
Weston Creek,Theft,2020,Q3,80
Weston Creek,Theft,2020,Q4,100
Weston Creek,Theft,2021,Q1,102
Weston Creek,Theft,2021,Q2,76
Weston Creek,Theft,2021,Q3,86
Weston Creek,Theft,2021,Q4,79
Weston Creek,Theft,2022,Q1,89
Weston Creek,Theft,2022,Q2,91
Weston Creek,Theft,2022,Q3,68
Weston Creek,Theft,2022,Q4,71
Weston Creek,Theft,2023,Q1,101
Weston Creek,Theft,2023,Q2,73
Weston Creek,Theft,2023,Q3,45
Weston Creek,Theft,2023,Q4,54
Weston Creek,Theft,2024,Q1,41
Weston Creek,Theft,2024,Q2,44
Weston Creek,Theft,2024,Q3,47
Weston Creek,Theft,2024,Q4,66
Weston Creek,Theft,2025,Q1,51
Weston Creek,Theft,2025,Q2,42
Woden,Assault,2014,Q1,24
Woden,Assault,2014,Q2,30
Woden,Assault,2014,Q3,32
Woden,Assault,2014,Q4,26
Woden,Assault,2015,Q1,34
Woden,Assault,2015,Q2,30
Woden,Assault,2015,Q3,22
Woden,Assault,2015,Q4,32
Woden,Assault,2016,Q1,28
Woden,Assault,2016,Q2,30
Woden,Assault,2016,Q3,32
Woden,Assault,2016,Q4,37
Woden,Assault,2017,Q1,33
Woden,Assault,2017,Q2,35
Woden,Assault,2017,Q3,37
Woden,Assault,2017,Q4,45
Woden,Assault,2018,Q1,50
Woden,Assault,2018,Q2,28
Woden,Assault,2018,Q3,45
Woden,Assault,2018,Q4,48
Woden,Assault,2019,Q1,34
Woden,Assault,2019,Q2,47
Woden,Assault,2019,Q3,41
Woden,Assault,2019,Q4,34
Woden,Assault,2020,Q1,34
Woden,Assault,2020,Q2,26
Woden,Assault,2020,Q3,36
Woden,Assault,2020,Q4,27
Woden,Assault,2021,Q1,44
Woden,Assault,2021,Q2,32
Woden,Assault,2021,Q3,38
Woden,Assault,2021,Q4,34
Woden,Assault,2022,Q1,24
Woden,Assault,2022,Q2,24
Woden,Assault,2022,Q3,55
Woden,Assault,2022,Q4,50
Woden,Assault,2023,Q1,46
Woden,Assault,2023,Q2,39
Woden,Assault,2023,Q3,44
Woden,Assault,2023,Q4,46
Woden,Assault,2024,Q1,34
Woden,Assault,2024,Q2,31
Woden,Assault,2024,Q3,52
Woden,Assault,2024,Q4,34
Woden,Assault,2025,Q1,27
Woden,Assault,2025,Q2,36
Woden,Burglary,2014,Q1,39
Woden,Burglary,2014,Q2,64
Woden,Burglary,2014,Q3,53
Woden,Burglary,2014,Q4,30
Woden,Burglary,2015,Q1,24
Woden,Burglary,2015,Q2,67
Woden,Burglary,2015,Q3,42
Woden,Burglary,2015,Q4,84
Woden,Burglary,2016,Q1,63
Woden,Burglary,2016,Q2,61
Woden,Burglary,2016,Q3,38
Woden,Burglary,2016,Q4,40
Woden,Burglary,2017,Q1,45
Woden,Burglary,2017,Q2,51
Woden,Burglary,2017,Q3,66
Woden,Burglary,2017,Q4,66
Woden,Burglary,2018,Q1,43
Woden,Burglary,2018,Q2,72
Woden,Burglary,2018,Q3,46
Woden,Burglary,2018,Q4,37
Woden,Burglary,2019,Q1,38
Woden,Burglary,2019,Q2,54
Woden,Burglary,2019,Q3,40
Woden,Burglary,2019,Q4,46
Woden,Burglary,2020,Q1,43
Woden,Burglary,2020,Q2,39
Woden,Burglary,2020,Q3,30
Woden,Burglary,2020,Q4,44
Woden,Burglary,2021,Q1,37
Woden,Burglary,2021,Q2,29
Woden,Burglary,2021,Q3,45
Woden,Burglary,2021,Q4,51
Woden,Burglary,2022,Q1,47
Woden,Burglary,2022,Q2,52
Woden,Burglary,2022,Q3,44
Woden,Burglary,2022,Q4,52
Woden,Burglary,2023,Q1,44
Woden,Burglary,2023,Q2,53
Woden,Burglary,2023,Q3,63
Woden,Burglary,2023,Q4,51
Woden,Burglary,2024,Q1,33
Woden,Burglary,2024,Q2,27
Woden,Burglary,2024,Q3,32
Woden,Burglary,2024,Q4,29
Woden,Burglary,2025,Q1,24
Woden,Burglary,2025,Q2,21
Woden,CINs,2014,Q1,1
Woden,CINs,2014,Q2,1
Woden,CINs,2014,Q3,3
Woden,CINs,2014,Q4,0
Woden,CINs,2015,Q1,1
Woden,CINs,2015,Q2,1
Woden,CINs,2015,Q3,0
Woden,CINs,2015,Q4,0
Woden,CINs,2016,Q1,1
Woden,CINs,2016,Q2,2
Woden,CINs,2016,Q3,0
Woden,CINs,2016,Q4,2
Woden,CINs,2017,Q1,1
Woden,CINs,2017,Q2,0
Woden,CINs,2017,Q3,3
Woden,CINs,2017,Q4,0
Woden,CINs,2018,Q1,0
Woden,CINs,2018,Q2,0
Woden,CINs,2018,Q3,0
Woden,CINs,2018,Q4,0
Woden,CINs,2019,Q1,0
Woden,CINs,2019,Q2,1
Woden,CINs,2019,Q3,0
Woden,CINs,2019,Q4,0
Woden,CINs,2020,Q1,1
Woden,CINs,2020,Q2,1
Woden,CINs,2020,Q3,1
Woden,CINs,2020,Q4,0
Woden,CINs,2021,Q1,0
Woden,CINs,2021,Q2,1
Woden,CINs,2021,Q3,3
Woden,CINs,2021,Q4,1
Woden,CINs,2022,Q1,0
Woden,CINs,2022,Q2,0
Woden,CINs,2022,Q3,0
Woden,CINs,2022,Q4,0
Woden,CINs,2023,Q1,0
Woden,CINs,2023,Q2,0
Woden,CINs,2023,Q3,0
Woden,CINs,2023,Q4,0
Woden,CINs,2024,Q1,0
Woden,CINs,2024,Q2,0
Woden,CINs,2024,Q3,0
Woden,CINs,2024,Q4,0
Woden,CINs,2025,Q1,0
Woden,CINs,2025,Q2,0
Woden,Family Violence,2014,Q1,12
Woden,Family Violence,2014,Q2,15
Woden,Family Violence,2014,Q3,9
Woden,Family Violence,2014,Q4,8
Woden,Family Violence,2015,Q1,15
Woden,Family Violence,2015,Q2,12
Woden,Family Violence,2015,Q3,13
Woden,Family Violence,2015,Q4,28
Woden,Family Violence,2016,Q1,22
Woden,Family Violence,2016,Q2,20
Woden,Family Violence,2016,Q3,35
Woden,Family Violence,2016,Q4,23
Woden,Family Violence,2017,Q1,17
Woden,Family Violence,2017,Q2,17
Woden,Family Violence,2017,Q3,22
Woden,Family Violence,2017,Q4,30
Woden,Family Violence,2018,Q1,22
Woden,Family Violence,2018,Q2,24
Woden,Family Violence,2018,Q3,22
Woden,Family Violence,2018,Q4,25
Woden,Family Violence,2019,Q1,16
Woden,Family Violence,2019,Q2,21
Woden,Family Violence,2019,Q3,15
Woden,Family Violence,2019,Q4,26
Woden,Family Violence,2020,Q1,26
Woden,Family Violence,2020,Q2,20
Woden,Family Violence,2020,Q3,27
Woden,Family Violence,2020,Q4,12
Woden,Family Violence,2021,Q1,15
Woden,Family Violence,2021,Q2,19
Woden,Family Violence,2021,Q3,15
Woden,Family Violence,2021,Q4,16
Woden,Family Violence,2022,Q1,18
Woden,Family Violence,2022,Q2,33
Woden,Family Violence,2022,Q3,16
Woden,Family Violence,2022,Q4,59
Woden,Family Violence,2023,Q1,31
Woden,Family Violence,2023,Q2,40
Woden,Family Violence,2023,Q3,48
Woden,Family Violence,2023,Q4,20
Woden,Family Violence,2024,Q1,28
Woden,Family Violence,2024,Q2,15
Woden,Family Violence,2024,Q3,35
Woden,Family Violence,2024,Q4,25
Woden,Family Violence,2025,Q1,33
Woden,Family Violence,2025,Q2,28
Woden,Homicide,2014,Q1,1
Woden,Homicide,2014,Q2,0
Woden,Homicide,2014,Q3,0
Woden,Homicide,2014,Q4,0
Woden,Homicide,2015,Q1,0
Woden,Homicide,2015,Q2,0
Woden,Homicide,2015,Q3,0
Woden,Homicide,2015,Q4,0
Woden,Homicide,2016,Q1,0
Woden,Homicide,2016,Q2,0
Woden,Homicide,2016,Q3,0
Woden,Homicide,2016,Q4,0
Woden,Homicide,2017,Q1,0
Woden,Homicide,2017,Q2,0
Woden,Homicide,2017,Q3,0
Woden,Homicide,2017,Q4,0
Woden,Homicide,2018,Q1,2
Woden,Homicide,2018,Q2,1
Woden,Homicide,2018,Q3,2
Woden,Homicide,2018,Q4,0
Woden,Homicide,2019,Q1,1
Woden,Homicide,2019,Q2,0
Woden,Homicide,2019,Q3,0
Woden,Homicide,2019,Q4,1
Woden,Homicide,2020,Q1,0
Woden,Homicide,2020,Q2,0
Woden,Homicide,2020,Q3,0
Woden,Homicide,2020,Q4,2
Woden,Homicide,2021,Q1,0
Woden,Homicide,2021,Q2,1
Woden,Homicide,2021,Q3,0
Woden,Homicide,2021,Q4,0
Woden,Homicide,2022,Q1,0
Woden,Homicide,2022,Q2,2
Woden,Homicide,2022,Q3,0
Woden,Homicide,2022,Q4,1
Woden,Homicide,2023,Q1,0
Woden,Homicide,2023,Q2,0
Woden,Homicide,2023,Q3,0
Woden,Homicide,2023,Q4,0
Woden,Homicide,2024,Q1,0
Woden,Homicide,2024,Q2,0
Woden,Homicide,2024,Q3,0
Woden,Homicide,2024,Q4,0
Woden,Homicide,2025,Q1,0
Woden,Homicide,2025,Q2,0
Woden,Other,2014,Q1,186
Woden,Other,2014,Q2,221
Woden,Other,2014,Q3,269
Woden,Other,2014,Q4,307
Woden,Other,2015,Q1,171
Woden,Other,2015,Q2,173
Woden,Other,2015,Q3,186
Woden,Other,2015,Q4,207
Woden,Other,2016,Q1,145
Woden,Other,2016,Q2,174
Woden,Other,2016,Q3,223
Woden,Other,2016,Q4,253
Woden,Other,2017,Q1,241
Woden,Other,2017,Q2,225
Woden,Other,2017,Q3,248
Woden,Other,2017,Q4,219
Woden,Other,2018,Q1,261
Woden,Other,2018,Q2,251
Woden,Other,2018,Q3,234
Woden,Other,2018,Q4,190
Woden,Other,2019,Q1,176
Woden,Other,2019,Q2,188
Woden,Other,2019,Q3,145
Woden,Other,2019,Q4,193
Woden,Other,2020,Q1,228
Woden,Other,2020,Q2,209
Woden,Other,2020,Q3,153
Woden,Other,2020,Q4,149
Woden,Other,2021,Q1,176
Woden,Other,2021,Q2,178
Woden,Other,2021,Q3,148
Woden,Other,2021,Q4,190
Woden,Other,2022,Q1,151
Woden,Other,2022,Q2,179
Woden,Other,2022,Q3,158
Woden,Other,2022,Q4,144
Woden,Other,2023,Q1,160
Woden,Other,2023,Q2,152
Woden,Other,2023,Q3,158
Woden,Other,2023,Q4,127
Woden,Other,2024,Q1,138
Woden,Other,2024,Q2,134
Woden,Other,2024,Q3,116
Woden,Other,2024,Q4,169
Woden,Other,2025,Q1,171
Woden,Other,2025,Q2,181
Woden,Property Damage,2014,Q1,103
Woden,Property Damage,2014,Q2,116
Woden,Property Damage,2014,Q3,119
Woden,Property Damage,2014,Q4,113
Woden,Property Damage,2015,Q1,113
Woden,Property Damage,2015,Q2,148
Woden,Property Damage,2015,Q3,129
Woden,Property Damage,2015,Q4,126
Woden,Property Damage,2016,Q1,88
Woden,Property Damage,2016,Q2,129
Woden,Property Damage,2016,Q3,111
Woden,Property Damage,2016,Q4,94
Woden,Property Damage,2017,Q1,115
Woden,Property Damage,2017,Q2,123
Woden,Property Damage,2017,Q3,140
Woden,Property Damage,2017,Q4,123
Woden,Property Damage,2018,Q1,107
Woden,Property Damage,2018,Q2,113
Woden,Property Damage,2018,Q3,92
Woden,Property Damage,2018,Q4,137
Woden,Property Damage,2019,Q1,120
Woden,Property Damage,2019,Q2,107
Woden,Property Damage,2019,Q3,95
Woden,Property Damage,2019,Q4,89
Woden,Property Damage,2020,Q1,100
Woden,Property Damage,2020,Q2,72
Woden,Property Damage,2020,Q3,65
Woden,Property Damage,2020,Q4,72
Woden,Property Damage,2021,Q1,57
Woden,Property Damage,2021,Q2,62
Woden,Property Damage,2021,Q3,79
Woden,Property Damage,2021,Q4,72
Woden,Property Damage,2022,Q1,60
Woden,Property Damage,2022,Q2,75
Woden,Property Damage,2022,Q3,99
Woden,Property Damage,2022,Q4,57
Woden,Property Damage,2023,Q1,81
Woden,Property Damage,2023,Q2,52
Woden,Property Damage,2023,Q3,80
Woden,Property Damage,2023,Q4,79
Woden,Property Damage,2024,Q1,67
Woden,Property Damage,2024,Q2,58
Woden,Property Damage,2024,Q3,70
Woden,Property Damage,2024,Q4,65
Woden,Property Damage,2025,Q1,74
Woden,Property Damage,2025,Q2,40
Woden,Robbery,2014,Q1,5
Woden,Robbery,2014,Q2,3
Woden,Robbery,2014,Q3,4
Woden,Robbery,2014,Q4,10
Woden,Robbery,2015,Q1,3
Woden,Robbery,2015,Q2,4
Woden,Robbery,2015,Q3,6
Woden,Robbery,2015,Q4,3
Woden,Robbery,2016,Q1,1
Woden,Robbery,2016,Q2,1
Woden,Robbery,2016,Q3,8
Woden,Robbery,2016,Q4,4
Woden,Robbery,2017,Q1,6
Woden,Robbery,2017,Q2,4
Woden,Robbery,2017,Q3,9
Woden,Robbery,2017,Q4,5
Woden,Robbery,2018,Q1,12
Woden,Robbery,2018,Q2,7
Woden,Robbery,2018,Q3,9
Woden,Robbery,2018,Q4,8
Woden,Robbery,2019,Q1,3
Woden,Robbery,2019,Q2,4
Woden,Robbery,2019,Q3,11
Woden,Robbery,2019,Q4,2
Woden,Robbery,2020,Q1,0
Woden,Robbery,2020,Q2,1
Woden,Robbery,2020,Q3,2
Woden,Robbery,2020,Q4,3
Woden,Robbery,2021,Q1,3
Woden,Robbery,2021,Q2,2
Woden,Robbery,2021,Q3,7
Woden,Robbery,2021,Q4,5
Woden,Robbery,2022,Q1,3
Woden,Robbery,2022,Q2,4
Woden,Robbery,2022,Q3,4
Woden,Robbery,2022,Q4,11
Woden,Robbery,2023,Q1,5
Woden,Robbery,2023,Q2,4
Woden,Robbery,2023,Q3,6
Woden,Robbery,2023,Q4,2
Woden,Robbery,2024,Q1,3
Woden,Robbery,2024,Q2,2
Woden,Robbery,2024,Q3,4
Woden,Robbery,2024,Q4,7
Woden,Robbery,2025,Q1,2
Woden,Robbery,2025,Q2,9
Woden,Sexual Assault,2014,Q1,8
Woden,Sexual Assault,2014,Q2,18
Woden,Sexual Assault,2014,Q3,10
Woden,Sexual Assault,2014,Q4,13
Woden,Sexual Assault,2015,Q1,44
Woden,Sexual Assault,2015,Q2,4
Woden,Sexual Assault,2015,Q3,7
Woden,Sexual Assault,2015,Q4,10
Woden,Sexual Assault,2016,Q1,7
Woden,Sexual Assault,2016,Q2,12
Woden,Sexual Assault,2016,Q3,12
Woden,Sexual Assault,2016,Q4,16
Woden,Sexual Assault,2017,Q1,14
Woden,Sexual Assault,2017,Q2,10
Woden,Sexual Assault,2017,Q3,14
Woden,Sexual Assault,2017,Q4,10
Woden,Sexual Assault,2018,Q1,9
Woden,Sexual Assault,2018,Q2,14
Woden,Sexual Assault,2018,Q3,9
Woden,Sexual Assault,2018,Q4,20
Woden,Sexual Assault,2019,Q1,12
Woden,Sexual Assault,2019,Q2,16
Woden,Sexual Assault,2019,Q3,13
Woden,Sexual Assault,2019,Q4,9
Woden,Sexual Assault,2020,Q1,9
Woden,Sexual Assault,2020,Q2,15
Woden,Sexual Assault,2020,Q3,10
Woden,Sexual Assault,2020,Q4,30
Woden,Sexual Assault,2021,Q1,9
Woden,Sexual Assault,2021,Q2,10
Woden,Sexual Assault,2021,Q3,4
Woden,Sexual Assault,2021,Q4,13
Woden,Sexual Assault,2022,Q1,7
Woden,Sexual Assault,2022,Q2,12
Woden,Sexual Assault,2022,Q3,21
Woden,Sexual Assault,2022,Q4,18
Woden,Sexual Assault,2023,Q1,13
Woden,Sexual Assault,2023,Q2,25
Woden,Sexual Assault,2023,Q3,29
Woden,Sexual Assault,2023,Q4,10
Woden,Sexual Assault,2024,Q1,18
Woden,Sexual Assault,2024,Q2,17
Woden,Sexual Assault,2024,Q3,6
Woden,Sexual Assault,2024,Q4,11
Woden,Sexual Assault,2025,Q1,10
Woden,Sexual Assault,2025,Q2,12
Woden,TINs,2014,Q1,186
Woden,TINs,2014,Q2,237
Woden,TINs,2014,Q3,289
Woden,TINs,2014,Q4,200
Woden,TINs,2015,Q1,148
Woden,TINs,2015,Q2,148
Woden,TINs,2015,Q3,214
Woden,TINs,2015,Q4,103
Woden,TINs,2016,Q1,81
Woden,TINs,2016,Q2,120
Woden,TINs,2016,Q3,187
Woden,TINs,2016,Q4,111
Woden,TINs,2017,Q1,202
Woden,TINs,2017,Q2,216
Woden,TINs,2017,Q3,162
Woden,TINs,2017,Q4,171
Woden,TINs,2018,Q1,225
Woden,TINs,2018,Q2,145
Woden,TINs,2018,Q3,152
Woden,TINs,2018,Q4,111
Woden,TINs,2019,Q1,103
Woden,TINs,2019,Q2,110
Woden,TINs,2019,Q3,90
Woden,TINs,2019,Q4,136
Woden,TINs,2020,Q1,79
Woden,TINs,2020,Q2,125
Woden,TINs,2020,Q3,90
Woden,TINs,2020,Q4,75
Woden,TINs,2021,Q1,95
Woden,TINs,2021,Q2,109
Woden,TINs,2021,Q3,38
Woden,TINs,2021,Q4,64
Woden,TINs,2022,Q1,45
Woden,TINs,2022,Q2,49
Woden,TINs,2022,Q3,67
Woden,TINs,2022,Q4,58
Woden,TINs,2023,Q1,55
Woden,TINs,2023,Q2,72
Woden,TINs,2023,Q3,91
Woden,TINs,2023,Q4,56
Woden,TINs,2024,Q1,73
Woden,TINs,2024,Q2,77
Woden,TINs,2024,Q3,99
Woden,TINs,2024,Q4,138
Woden,TINs,2025,Q1,185
Woden,TINs,2025,Q2,176
Woden,Theft,2014,Q1,312
Woden,Theft,2014,Q2,269
Woden,Theft,2014,Q3,255
Woden,Theft,2014,Q4,296
Woden,Theft,2015,Q1,265
Woden,Theft,2015,Q2,352
Woden,Theft,2015,Q3,310
Woden,Theft,2015,Q4,345
Woden,Theft,2016,Q1,229
Woden,Theft,2016,Q2,292
Woden,Theft,2016,Q3,323
Woden,Theft,2016,Q4,261
Woden,Theft,2017,Q1,284
Woden,Theft,2017,Q2,261
Woden,Theft,2017,Q3,374
Woden,Theft,2017,Q4,354
Woden,Theft,2018,Q1,329
Woden,Theft,2018,Q2,399
Woden,Theft,2018,Q3,220
Woden,Theft,2018,Q4,222
Woden,Theft,2019,Q1,196
Woden,Theft,2019,Q2,242
Woden,Theft,2019,Q3,185
Woden,Theft,2019,Q4,204
Woden,Theft,2020,Q1,210
Woden,Theft,2020,Q2,134
Woden,Theft,2020,Q3,122
Woden,Theft,2020,Q4,189
Woden,Theft,2021,Q1,209
Woden,Theft,2021,Q2,185
Woden,Theft,2021,Q3,180
Woden,Theft,2021,Q4,277
Woden,Theft,2022,Q1,196
Woden,Theft,2022,Q2,236
Woden,Theft,2022,Q3,226
Woden,Theft,2022,Q4,154
Woden,Theft,2023,Q1,194
Woden,Theft,2023,Q2,198
Woden,Theft,2023,Q3,241
Woden,Theft,2023,Q4,193
Woden,Theft,2024,Q1,219
Woden,Theft,2024,Q2,178
Woden,Theft,2024,Q3,167
Woden,Theft,2024,Q4,164
Woden,Theft,2025,Q1,142
Woden,Theft,2025,Q2,163
